date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2025-09-02,1.48,1.6,1.33,6.9,19219300,-2420208.1481,,,,,,,,,,,,-0.3519,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3843860.0,,,,,,,,,,,,,,,,,,,,,,
2025-09-03,9.22,14.52,6.7,8.04,29818500,-22019580.2709,,,,,,,,,,,,-0.1509,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,33662360.0,,,,,,6.65,,,,,,,,,,,7.82,,,,,
2025-09-04,8.32,8.34,6.24,6.41,17556703,-36733769.4519,,,,,,,,,,,,-0.9119,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,16105657.0,,,,,,14.52,,,,,,,,,,,2.1,,,,,
2025-09-05,6.95,7.5,6.52,7.4,11995123,-27186630.7376,,,,,,,,,,,,0.4592,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,28100780.0,,,,,,14.52,,,,,,,,,,,1.09,,,,,
2025-09-08,7.6,8.48,7.54,8.34,12801706,-18198198.8652,,,,,,,,,,,,0.7926,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,40902486.0,,,,,,14.4372,,,,,,,,,,,1.08,,,,,
2025-09-09,8.99,9.54,8.63,9.31,14938023,-10812094.2958,,,,,,,,,,,,0.3517,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,55840509.0,,,,,,14.3552,,,,,,,,,,,1.2,,,,,
2025-09-10,10.0,10.24,8.65,8.87,13026515,-20233787.5348,,,,,,,,,,,,-0.7107,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,42813994.0,,,,,,14.2741,,,,,42.7299,65.75,,,,,1.59,,,,,
2025-09-11,8.95,8.95,8.0,8.28,8667559,-23792048.598,,,,,,,,,,,,-0.7053,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,34146435.0,,,,,,14.1937,,,,,50.0464,47.3118,,,,,0.95,,,,,
2025-09-12,8.16,8.25,7.45,7.89,7207161,-23071332.498,,,,,,,,,,,,-0.3375,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,26939274.0,,,,,,14.1142,,,45.2401,42.9441,42.9441,15.7706,,,,,0.83,,,,,
2025-09-15,7.67,7.71,7.05,7.08,5422604,-28083133.1647,-5207163.9289,,,,,,,,,,,-0.9015,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,21516670.0,,,,,,14.0355,,,38.0931,21.2887,21.2887,0.7837,,,,,0.84,,,,,
