date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2007-12-28,29.84,30.07,29.42,13.67,133000,-112538.4615,,,,,,,,,,,,-0.5692,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,133000.0,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,29.34,30.1,29.16,13.68,211900,-171149.0998,,,,,,,,,,,,0.1702,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,344900.0,,,,,,13.5268,,,,,,,,,,,,0.436,,,,,
2008-01-02,29.42,29.6,28.95,13.47,166400,-296589.0998,,,,,,,,,,,,-0.6,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,178500.0,,,,,,13.9629,,,,,,,,,,,,0.3015,,,,,
2008-01-03,29.05,29.53,28.53,13.23,252900,-549489.0998,,,,,,,,,,,,-0.52,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,-74400.0,,,,,,13.9629,,,,,,,,,,,,0.4639,,,,,
2008-01-04,28.33,29.0,28.25,13.2,294300,-686829.0998,,,,,,,,,,,,0.16,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,-368700.0,,,,,,13.9483,,,,,,,,,,,,0.3479,,,,,
2008-01-07,28.53,29.1,28.53,13.47,389400,-379408.0472,,,,,,,,,,,,0.8947,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,20700.0,,,,,,13.923,,,,,,,,,,,,0.3015,,,,,
2008-01-08,29.12,29.22,28.64,13.31,188900,-535739.0817,,,,,,,,,,,,-0.7414,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,-168200.0,,,,,,13.8984,,,,,,28.702,32.5926,,,,,0.2691,,,,,
2008-01-09,28.62,29.07,28.35,13.49,182300,-353439.0817,,,,,,,,,,,,0.625,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,14100.0,,,,,,13.8746,,,,,,46.4526,64.0625,,,,,0.334,,,,,
2008-01-10,28.86,29.5,28.47,13.6,250000,-195672.0914,,,,,,,,,,,,0.4369,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,264100.0,,,,,,13.8515,,,,45.2132,60.485,60.485,84.8,,,,,0.4778,,,,,
2008-01-11,29.14,29.25,28.88,13.4,217600,-413272.0914,-16548.8616,,,,,,,,,,,-0.7027,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,46500.0,,,,,,13.8291,,,,57.3069,64.9832,64.9832,46.087,,,,,0.1995,,,,,
2008-01-14,29.1,29.38,28.68,13.35,317800,-640272.0914,-102141.118,,,,,,,,,,,-0.4571,,,,,,,,,,,,,,0,,,,,,,,,,,,,,-0.3201,,-271300.0,,,-2.3414,,,13.8074,,,,60.5203,56.0928,56.0928,37.3913,,,,,0.3247,,,,,
2008-01-15,28.54,28.87,28.51,13.31,1042100,-582377.647,-109449.6162,,,,,,,,,,,0.4444,,,,,13.4313,,,,,,,,,0,,,,,,,,,,,,,,-0.3711,,-1313400.0,,,-2.7119,,,13.7863,,,,53.0156,37.971,37.971,30.4348,,,,,0.167,,,,,
2008-01-16,28.72,29.2,28.72,13.41,235100,-641152.647,-121190.6277,,,,,,,,,,,0.375,,,,,13.4275,,,,,,,,,0,,,,,,,,,,,,,,-0.0603,,-1078300.0,,,-0.4478,,,13.7659,,,,43.5294,36.5246,36.5246,41.7476,,,,,0.2319,,,,,
