date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma,stoch_14_slowd,stoch_14_slowk,stochrsi_14_fastd,stochrsi_14_fastk
1999-11-01,13.13,13.5,12.75,12.81,810600,-680904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-02,13.19,13.25,12.06,12.06,401400,-1082304.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,
1999-11-03,12.38,12.5,10.88,12.38,1614600,293096.0,,,,,,,,,,,,,,,,,,,13.4856,,,,,,,,,
1999-11-04,12.63,13.5,12.31,13.44,845400,1053245.5798,,,,,,,,,,,,,,,,,,,10.88,,,,,,,,,
1999-11-05,13.81,14.13,13.38,13.63,564800,864978.9132,,,,,,,,,,,,,,,,,,,10.88,,,,,,,,,
1999-11-08,13.63,13.75,13.31,13.56,359100,913947.095,,,,,,,,,,,,,,,,,,,10.945,,,,,,,,,
1999-11-09,13.94,17.19,13.81,16.88,717600,1499916.3258,,,,,,,,,,,13.5371,,,,,,,,11.0087,,,,,13.5371,,,,
1999-11-10,16.88,19.25,16.19,18.88,622400,1971801.2931,,,,,,,,,,,14.8729,,,,,,,,11.1941,,,,,14.4043,,,,
1999-11-11,18.91,19.44,15.94,16.13,575000,1459229.8645,,,,,,,,,,,15.1871,,,,,,,,11.5164,,,,,14.9857,85.5712,78.5863,,
1999-11-12,16.47,18.0,15.0,15.63,209800,1337545.8645,,,,,,,,,,,15.2979,,,,,,,,11.9126,,,,,15.45,76.2772,59.5062,,
1999-11-15,15.56,17.0,15.56,16.75,87400,1394598.6423,,,,,,,,,,,15.6609,,,,,3.94,30.7572,,12.2889,,,,,15.9229,61.1497,45.3567,,
1999-11-16,17.44,18.25,17.25,17.5,114100,1337548.6423,,,,,,,,,,,16.1207,,,,,5.44,45.1078,,12.6465,,,,,16.4757,51.218,48.7911,,
1999-11-17,17.5,17.5,15.88,16.25,160800,1250200.4941,,,,,,,,,,,16.153,,,,,3.87,31.2601,,12.9862,,,,,16.86,46.5692,45.5599,,
1999-11-18,16.34,17.0,15.88,17.0,108400,1358600.4941,,,,,,,15.2071,,,,16.3648,,,,,3.56,26.4881,,13.3088,15.2071,,,,16.8771,47.6723,48.666,,
1999-11-19,18.25,18.63,17.5,17.94,471000,1254396.9543,,,1.835,,,,15.5715,,,,16.7586,,,,55.099,4.31,31.6214,66.2651,13.6154,15.5736,,,,16.7429,49.9882,55.7387,,
1999-11-22,17.78,18.56,17.75,17.88,379900,996440.1642,,,1.7618,,,,15.8793,,,,17.0389,,,,60.8109,4.32,31.8584,65.9947,13.9066,15.9893,,,,16.9929,58.3338,70.5967,,
1999-11-23,17.84,18.44,16.38,17.75,805200,1262234.3389,,,1.7831,,,,16.1287,,,,17.2167,,,,64.0295,0.87,5.154,65.3722,14.1833,16.3729,,,,17.2957,66.362,72.7506,,
1999-11-24,17.56,18.19,16.75,17.38,229100,1233596.8389,,,1.7586,,,,16.2956,,,,17.2575,,,,56.7643,-1.5,-7.9449,63.5355,14.4461,16.6543,,,,17.3857,69.4794,65.0909,,
1999-11-26,17.44,17.5,17.25,17.25,56800,1176796.8389,,,1.6508,,,,16.4228,,,,17.2556,,,,52.0685,1.12,6.9436,62.8671,14.6958,16.9129,,,,17.35,63.8596,53.7374,,
1999-11-29,17.25,17.38,16.5,16.81,89100,1150471.8389,,,1.5958,11.7896,15.8955,20.0014,16.4745,,15.8955,,17.1442,,,,54.2571,1.18,7.5496,60.5456,14.933,17.145,,15.8955,,17.43,52.158,37.6456,,
1999-11-30,16.94,17.06,15.5,15.5,218200,932271.8389,,,1.5932,12.1683,16.03,19.8917,16.3445,,15.8578,,16.7332,,,,44.333,-1.25,-7.4627,54.136,15.1584,17.0464,,16.03,,17.2157,36.9489,19.4638,0.0,0.0
1999-12-01,16.0,16.25,14.75,14.94,335300,681914.5056,,,1.5866,12.7221,16.174,19.6259,16.1573,,15.7704,,16.2849,,,,31.3326,-2.56,-14.6286,51.6202,19.44,16.765,,16.174,,16.7871,21.8418,8.416,0.0,0.0
1999-12-02,14.91,14.94,14.69,14.81,203100,673790.5056,,,1.4911,13.2378,16.2955,19.3532,15.9776,,15.679,,15.9162,,,,34.984,-1.44,-8.8615,51.0274,19.3931,16.6707,,16.2955,,16.3486,10.3815,3.2646,0.0,0.0
1999-12-03,14.88,15.0,14.13,14.69,242700,743531.8849,,,1.4467,13.4912,16.358,19.2248,15.8059,,15.5848,,15.6096,,,,34.8986,-2.31,-13.5882,50.4514,19.299,16.6036,,16.358,,15.9114,6.8962,9.0082,0.0,0.0
1999-12-06,14.63,14.75,14.06,14.5,267700,817246.3777,,,1.3927,13.6788,16.4015,19.1242,15.6318,,15.4815,,15.3322,,,,31.1832,-3.44,-19.175,49.4987,19.144,16.4429,,16.4015,,15.5,8.1096,12.056,0.0,0.0
