date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_30_ema,ema_50_ema,ema_7_ema,ema_90_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_30_sma,sma_50_sma,sma_7_sma,sma_90_sma,stochrsi_14_fastd,stochrsi_14_fastk
2001-02-09,9.02,9.5,9.0,5.23,10492800,-4197120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-12,9.12,9.2,9.0,5.15,2156700,-6353820.0,,,,,,,,,,,,,,,,,,,,,5.4327,,,,,,,,,
2001-02-13,9.0,9.49,9.0,5.35,575900,-6107005.7143,,,,,,,,,,,,,,,,,,,,,5.4298,,,,,,,,,
2001-02-14,9.25,9.4,9.15,5.38,219300,-5887705.7143,,,,,,,,,,,,,,,,,,,,,5.427,,,,,,,,,
2001-02-15,9.35,9.4,9.1,5.22,357900,-6174025.7143,,,,,,,,,,,,,,,,,,,,,5.4269,,,,,,,,,
2001-02-16,9.1,9.1,9.0,5.15,511400,-6685425.7143,,,,,,,,,,,,,,,,,,,,,5.4241,,,,,,,,,
2001-02-20,9.0,9.05,9.0,5.18,297500,-6387925.7143,,,,,,,,,,,,5.235,,,,,,,,,5.4214,,,,,,5.235,,,
2001-02-21,9.04,9.15,9.0,5.18,521900,-6561892.381,,,,,,,,,,,,5.22,,,,,,,,,5.4186,,,,,,5.2268,,,
2001-02-22,9.01,9.05,9.0,5.15,312900,-6874792.381,,,,,,,,,,,,5.2017,,,,,,,,,5.4159,,,,,,5.2268,,,
2001-02-23,9.0,9.05,9.0,5.16,576800,-6759432.381,,,,,,,,,,,,5.1923,,,,,,,,,5.4132,,,,,,5.2006,,,
2001-02-26,9.03,9.1,9.0,5.17,142600,-6787952.381,,,,,,,,,,,,5.1866,,,,,,-0.0629,-1.2022,,5.4105,,,,,,5.1712,,,
2001-02-27,9.07,9.15,9.01,5.17,83500,-6835666.6667,,,,,,,,,,,,5.1823,,,,,,0.0229,0.4444,,5.4079,,,,,,5.1639,,,
