date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2011-10-28,29.48,29.8,29.31,10.07,24332100,-101813265.9624,-2389190.9313,13.2117,13.1035,0.1407,78.5714,100.0,21.4286,0.1855,9.4359,9.7565,10.0771,0.5306,142.2796,25.8605,9.8943,19.7582,9.8173,9.803,9.735,19.0521,246.0253,-0.0308,-0.0537,-0.9334,-0.9137,9.7581,1,9.7343,0.0824,0.0103,0.0721,0.1407,-0.014,0.1547,8.9123,9.6109,64.1132,9.8438,9.8387,19.8893,1.8421,-242564230.0,29.6842,1.4512,1.9541,1.0195,62.9302,9.5466,9.7219,9.7565,9.5993,43.4679,65.8797,65.8797,95.9459,76.696,100.0,9.8078,9.9057,0.2235,9.8229,0.1278,53.8032,-4.0541,9.8355
2011-10-31,29.46,29.65,29.3,9.92,26336500,-134690247.6195,-10859732.8821,13.6551,13.4018,0.1222,71.4286,92.8571,21.4286,0.1829,9.5023,9.7831,10.0639,-0.4286,105.1108,13.2416,9.9121,19.42,9.8336,9.8191,9.7489,19.8552,244.5354,-0.0519,-0.1308,-0.9424,-0.9029,9.7712,1,9.7388,0.0847,0.0101,0.0746,0.1222,-0.0324,0.1546,8.9158,9.614,63.2817,9.8438,9.8387,18.8643,1.8428,-277433756.0,27.957,1.2571,0.9993,1.0188,56.6208,9.5846,9.7254,9.7831,9.6111,59.0536,74.5262,74.5262,66.8919,82.5034,60.6749,9.8231,9.9235,0.149,9.8229,0.1304,48.5369,-33.1081,9.8482
2011-11-01,29.03,29.11,28.62,9.72,31540300,-162813896.2114,-22286139.7883,12.7545,13.0227,0.0987,64.2857,85.7143,21.4286,0.1865,9.5611,9.7969,10.0327,-0.6735,-28.4152,-1.7998,9.8742,1.0468,9.8157,9.8055,9.7465,20.492,250.128,-0.1464,-0.0093,-0.9054,-0.9405,9.7848,0,9.7386,0.0691,-0.0044,0.0735,0.0987,-0.051,0.1497,8.9193,9.6151,55.357,9.8438,9.8387,25.9942,1.9193,-319193113.0,25.4556,1.0145,-1.746,0.99,49.1001,9.6199,9.728,9.7969,9.6157,66.8851,60.2494,60.2494,17.9104,53.5583,0.0,9.8364,9.8631,0.2336,9.8191,0.1275,44.1657,-74.3243,9.8317
2011-11-02,29.16,29.31,28.93,9.85,21760000,-168879209.8956,-26864438.805,12.1404,13.0303,0.0895,57.1429,78.5714,21.4286,0.1879,9.5945,9.8099,10.0254,-0.2105,36.3845,6.5292,9.875,4.156,9.8203,9.8108,9.7539,20.8708,248.8489,-0.1019,0.3111,-0.9146,-0.9326,9.793,0,9.7391,0.0664,-0.0057,0.0721,0.0895,-0.0525,0.142,8.9228,9.6174,55.5756,9.8438,9.8387,23.9537,1.9088,-290382873.0,26.0311,0.9186,-0.0344,0.9993,53.2646,9.6528,9.7313,9.8099,9.6193,58.6791,41.2618,41.2618,38.9831,30.2623,30.1121,9.8478,9.8614,0.2065,9.8156,0.124,46.0201,-48.6486,9.8332
2011-11-03,29.3,29.49,29.08,9.97,20786000,-148070902.9687,-19674332.6711,11.8955,13.151,0.0788,50.0,71.4286,21.4286,0.1844,9.6204,9.8274,10.0343,0.3415,93.7896,13.7306,9.9054,8.7118,9.8429,9.8317,9.7697,20.9141,250.2366,0.0574,0.4195,-0.9046,-0.9411,9.8044,0,9.7414,0.0732,0.0009,0.0723,0.0788,-0.0532,0.132,8.9262,9.6209,55.223,9.8438,9.8387,22.6658,1.8502,-262862209.0,26.9919,0.8078,1.5523,1.0093,56.8653,9.6833,9.7354,9.8274,9.6223,47.8799,42.1283,42.1283,69.4915,28.753,56.1468,9.8587,9.9019,0.1388,9.8196,0.123,51.3858,-24.3243,9.8511
2011-11-04,29.14,29.24,28.95,9.87,18416300,-136520975.1266,-11269372.8782,11.3912,12.9249,0.071,42.8571,64.2857,21.4286,0.1831,9.6531,9.8396,10.026,0.0702,19.2521,6.8362,9.9058,4.836,9.8475,9.8371,9.7773,20.9005,238.0606,0.2269,0.2278,-0.9741,-0.8486,9.8166,0,9.7423,0.0701,-0.0017,0.0719,0.071,-0.0492,0.1202,8.9297,9.6234,55.2335,9.8438,9.8387,22.9159,1.8546,-287245390.0,25.245,0.727,0.103,1.0048,53.4181,9.7117,9.7388,9.8396,9.626,45.6747,53.6339,53.6339,52.4272,47.2887,55.6073,9.8687,9.8983,0.1659,9.8307,0.121,49.1294,-43.2432,9.8554
2011-11-07,29.2,29.45,29.05,9.97,15008500,-117643283.8266,-799953.6513,11.3288,12.9179,0.0662,35.7143,57.1429,21.4286,0.1797,9.65,9.8441,10.0382,0.6,79.5003,12.5455,9.929,10.518,9.8659,9.8545,9.7914,21.5801,213.8356,0.2345,-0.2596,-0.9811,-0.5568,9.8266,0,9.7442,0.0745,0.0021,0.0724,0.0662,-0.0421,0.1083,8.9332,9.6268,54.6387,9.8438,9.8387,21.6823,1.8028,-267374136.0,26.7795,0.6762,1.9391,1.0079,56.2728,9.7382,9.7424,9.8441,9.6316,55.9398,72.0572,72.0572,94.2529,68.0412,92.3695,9.8787,9.9277,0.1354,9.8453,0.1205,53.5772,-24.3243,9.872
2011-11-08,29.31,29.5,29.15,9.97,20837700,-96360253.0266,10327587.0735,11.3651,12.5709,0.0531,28.5714,50.0,21.4286,0.1753,9.6599,9.8558,10.0517,0.4286,91.8259,12.9558,9.9489,11.8364,9.8826,9.8704,9.8049,22.7932,191.4644,-0.0074,-0.4241,-0.8335,-0.1988,9.8351,0,9.7472,0.0776,0.0042,0.0734,0.0531,-0.0437,0.0968,8.9367,9.6303,54.799,9.8438,9.8387,20.6355,1.7577,-239785022.0,26.1763,0.5411,3.6959,1.0127,56.4779,9.7627,9.7457,9.8558,9.6359,68.5262,79.8875,79.8875,92.9825,79.0729,89.2419,9.8891,9.9511,0.1185,9.8586,0.1209,52.3371,-22.973,9.8887
2011-11-09,29.13,29.25,28.8,9.79,27174200,-114749335.6933,8089819.5148,10.6002,12.1736,0.0406,21.4286,42.8571,21.4286,0.1788,9.6571,9.8545,10.0518,-0.4889,-39.7731,-0.8249,9.9179,0.6568,9.868,9.8594,9.8037,23.0558,156.3175,-0.0892,0.0047,-0.3635,0.4017,9.8421,0,9.7474,0.0643,-0.0073,0.0716,0.0406,-0.0439,0.0845,8.9402,9.6319,55.4213,9.8438,9.8387,23.528,1.8263,-275763662.0,23.8391,0.4132,0.5565,0.9972,49.5876,10.0893,9.748,9.8545,9.6341,73.1982,67.6499,67.6499,15.7143,60.5371,0.0,9.898,9.9024,0.2235,9.8656,0.117,50.7408,-60.1351,9.8794
2011-11-10,29.07,29.34,28.95,9.87,19872100,-112725438.7702,7082898.215,10.0811,11.646,0.0507,14.2857,35.7143,21.4286,0.1764,9.658,9.8555,10.053,0.2308,13.9714,4.8571,9.9134,3.3328,9.8687,9.8612,9.8088,22.718,153.8574,0.021,0.1547,-0.3232,0.4406,9.846,0,9.748,0.0599,-0.0094,0.0693,0.0507,-0.0238,0.0745,8.9436,9.6343,54.0972,9.8438,9.8387,22.1409,1.7866,-249453002.0,23.6676,0.5154,0.0686,1.001,52.4286,10.0859,9.7517,9.8555,9.6416,66.9708,53.3751,53.3751,51.4286,43.4912,41.2315,9.9053,9.8945,0.1456,9.8734,0.1123,56.5956,-43.2432,9.8816
2011-11-11,29.4,29.55,29.32,9.96,15112200,-115335249.9007,5196681.5767,10.0368,11.4095,0.0564,7.1429,28.5714,21.4286,0.1732,9.6571,9.8597,10.0623,0.087,103.3516,10.5058,9.9311,9.4611,9.8828,9.8744,9.82,22.013,154.4871,0.0491,0.0625,-0.3336,0.4307,9.8525,0,9.7514,0.0628,-0.0052,0.068,0.0564,-0.0108,0.0672,8.9471,9.6375,59.9763,9.8438,9.8387,20.9354,1.7391,-229444450.0,25.3108,0.5731,-1.076,1.0187,55.2529,10.0825,9.7569,9.8597,9.6523,56.9872,49.9365,49.9365,82.6667,41.1509,82.2212,9.912,9.9188,0.132,9.8858,0.1092,57.1109,-25.6757,9.8955
2011-11-14,29.26,29.32,29.05,9.88,21931900,-114259774.5303,4294818.6083,9.3648,10.8745,0.0481,0.0,21.4286,21.4286,0.1698,9.6604,9.8626,10.0648,-0.2593,19.9473,4.5902,9.9256,0.628,9.8828,9.8755,9.8247,21.1742,171.0397,0.0765,0.064,-0.5883,0.1557,9.8569,0,9.7547,0.0582,-0.0079,0.066,0.0481,-0.0135,0.0616,8.9506,9.64,61.9859,9.8929,9.8624,23.6776,1.7181,-258482285.0,23.9769,0.4878,-0.4094,1.0275,52.2951,10.0792,9.7617,9.8626,9.6628,55.1145,62.0317,62.0317,52.0,54.2491,39.2944,9.9178,9.9092,0.1253,9.8955,0.105,53.8326,-45.5224,9.8972
2011-11-15,29.21,29.37,29.02,9.9,28673900,-102328155.3017,7331860.9114,8.8531,10.7806,0.0332,0.0,14.2857,14.2857,0.1661,9.6606,9.8633,10.0659,0.1143,26.7082,6.0038,9.9258,2.2019,9.8859,9.8792,9.8305,20.3273,192.5721,0.1019,-0.1405,-0.8441,-0.2177,9.8604,0,9.7571,0.0555,-0.0084,0.0639,0.0332,-0.0221,0.0553,8.954,9.6426,62.125,9.8929,9.8895,22.4713,1.6776,-220518042.0,23.4832,0.3369,1.9164,1.0174,53.0019,10.0759,9.766,9.8633,9.6753,58.9524,64.8889,64.8889,60.0,60.5943,60.2672,9.9226,9.9085,0.1185,9.8996,0.1007,55.1203,-46.6102,9.8991
2011-11-16,29.12,29.22,28.7,9.74,26548100,-126662551.9171,164991.9385,8.782,10.9968,0.0181,21.4286,7.1429,-14.2857,0.1676,9.6488,9.858,10.0672,-0.6538,-68.1786,-5.7735,9.8859,7.8566,9.8641,9.8612,9.8241,19.5224,212.9564,-0.0436,-0.2193,-0.978,-0.544,9.8604,0,9.757,0.04,-0.0191,0.0591,0.0181,-0.0305,0.0486,8.9575,9.6436,52.4897,9.8929,9.8895,25.3059,1.7197,-255667726.0,21.6192,0.1839,-1.0316,0.9876,47.1133,10.0727,9.7699,9.858,9.6825,55.7971,40.4706,40.4706,9.4118,33.1872,0.0,9.9251,9.852,0.1862,9.8972,0.0924,47.2047,-86.4407,9.8782
2011-11-17,28.81,28.85,28.43,9.69,27499300,-131863848.06,-4436866.1357,9.2561,11.4556,0.0205,100.0,0.0,-100.0,0.1658,9.6299,9.8516,10.0732,-0.4762,-137.99,-9.6822,9.8391,15.4204,9.8367,9.8379,9.8139,18.8935,247.151,-0.0862,0.042,-0.9262,-0.9215,9.8565,1,9.7535,0.0229,-0.029,0.0519,0.0205,-0.0225,0.043,8.9609,9.6441,44.4157,9.8302,9.8319,27.6945,1.7112,-292076799.0,20.2944,0.2084,-2.8193,0.962,45.1589,10.0655,9.7729,9.8516,9.6897,44.618,28.4944,28.4944,16.0714,20.0891,0.0,9.9239,9.7893,0.1422,9.8878,0.0803,42.5884,-85.2459,9.8508
2011-11-18,28.68,28.75,28.44,9.7,22080200,-123376504.318,-3215574.5085,9.6964,11.2255,0.0141,92.8571,0.0,-92.8571,0.1614,9.6117,9.8433,10.0749,-0.129,-121.2805,-8.8243,9.8038,15.4204,9.8152,9.819,9.8052,18.5421,269.3531,0.0107,0.0582,-0.715,-0.9999,9.8519,0,9.7519,0.01,-0.0335,0.0435,0.0141,-0.0231,0.0372,8.9643,9.6446,45.1054,9.8302,9.815,26.4082,1.6646,-262842615.0,19.3518,0.1433,-1.7833,0.9771,45.5879,10.0523,9.776,9.8433,9.7,28.3021,15.9412,15.9412,22.3404,1.8231,5.4693,9.9188,9.7463,0.105,9.8785,0.0663,48.5423,-81.25,9.8284
2011-11-21,28.39,28.49,28.15,9.6,22281800,-116435068.318,-214991.5239,10.6657,11.4031,-0.0058,100.0,57.1429,-42.8571,0.1617,9.5812,9.8345,10.0877,-0.0882,-162.4556,-15.4699,9.7517,23.2667,9.7823,9.79,9.7901,18.1073,297.2179,-0.0008,-0.0574,-0.3054,-0.8893,9.8508,1,9.7497,-0.0078,-0.041,0.0333,-0.0058,-0.0365,0.0307,8.9677,9.6442,46.505,9.7879,9.7676,28.8096,1.6844,-292343718.0,17.9339,-0.0591,-3.6685,0.9882,42.265,10.0395,9.7787,9.8345,9.7061,20.9924,18.5417,18.5417,17.2131,1.8231,0.0,9.9092,9.6819,0.1659,9.8668,0.0494,48.1325,-85.0,9.7955
2011-11-22,28.38,28.43,28.0,9.51,37397500,-147525436.4576,-8860325.4816,11.8351,11.8653,-0.024,100.0,50.0,-50.0,0.1606,9.5529,9.8289,10.1049,-0.6977,-182.175,-21.6222,9.6864,27.037,9.74,9.7523,9.7691,17.5345,312.2359,-0.0172,-0.105,-0.0482,-0.7404,9.8429,1,9.7363,-0.0292,-0.0499,0.0208,-0.024,-0.0475,0.0235,8.9711,9.6428,37.6495,9.7405,9.7422,29.203,1.6891,-341858008.0,16.7725,-0.2448,-4.6843,0.9656,39.1889,10.0192,9.7809,9.8289,9.7086,16.6177,15.3703,15.3703,6.5574,1.8231,0.0,9.8943,9.602,0.1456,9.8442,0.029,42.9455,-94.8387,9.7511
2011-11-23,27.98,28.01,27.52,9.33,30225400,-182643649.6616,-22765545.8035,13.6757,12.5334,-0.0558,100.0,42.8571,-57.1429,0.1627,9.4579,9.8086,10.1593,-0.8776,-230.0044,-31.7483,9.5894,37.6027,9.6765,9.6957,9.7364,17.1605,-40.1652,-0.0849,-0.2125,0.0843,-0.645,9.818,1,9.6794,-0.0599,-0.0645,0.0046,-0.0558,-0.0674,0.0116,8.9745,9.6396,30.3955,9.6508,9.661,33.9082,1.7438,-381876437.0,15.376,-0.5689,-4.7043,0.9358,34.1259,9.9922,9.7822,9.8086,9.7067,14.1958,8.6754,8.6754,2.2556,0.0,0.0,9.8723,9.4813,0.1896,9.8096,0.0029,37.4907,-98.5222,9.686
2011-11-25,27.5,27.72,27.41,9.28,12036800,-198580372.6616,-31455225.4531,15.5385,13.4337,-0.0917,100.0,35.7143,-64.2857,0.1585,9.3613,9.7793,10.1973,-0.2903,-204.4218,-34.1678,9.5002,39.7557,9.6155,9.6402,9.7026,17.2195,-32.9657,-0.1936,-0.1312,0.2085,-0.5441,9.7896,1,9.6273,-0.0871,-0.0734,-0.0137,-0.0917,-0.0869,-0.0048,8.9778,9.636,31.0598,9.6271,9.6423,33.9827,1.7083,-397813160.0,14.6489,-0.9379,-6.0014,0.94,32.9161,9.9517,9.7828,9.7793,9.7019,8.9945,2.9377,2.9377,0.0,0.0,0.0,9.8428,9.3771,0.105,9.7654,-0.0268,32.7968,-100.0,9.6206
2011-11-28,27.92,28.11,27.76,9.46,24221400,-195831589.8331,-31275915.7322,16.1063,13.7357,-0.1053,92.8571,28.5714,-64.2857,0.1641,9.3315,9.749,10.1665,0.0857,-121.249,-16.9471,9.4747,23.4868,9.592,9.6166,9.6848,17.8312,-28.3517,-0.1776,-0.0308,0.2865,-0.4749,9.7635,1,9.6125,-0.0928,-0.0633,-0.0295,-0.1053,-0.0834,-0.0218,8.981,9.6343,32.7572,9.6271,9.6423,30.4779,1.7345,-365744027.0,18.8843,-1.0778,-4.9966,0.9494,41.5264,9.9047,9.784,9.749,9.6982,9.6772,17.4185,17.4185,50.0,30.6999,92.0997,9.8083,9.3665,0.237,9.7156,-0.053,40.453,-74.7664,9.5853
2011-11-29,28.01,28.28,27.98,9.5,18171800,-207059339.2331,-31931762.4071,16.1764,13.3883,-0.1224,85.7143,21.4286,-64.2857,0.1604,9.3049,9.7278,10.1507,0.1667,-85.737,-13.7444,9.4646,17.0884,9.5779,9.6011,9.6712,18.8705,-23.0469,-0.1809,-0.0844,0.3738,-0.3915,9.7435,1,9.6036,-0.0933,-0.051,-0.0423,-0.1224,-0.0832,-0.0391,8.9843,9.633,32.0418,9.6203,9.6423,28.9614,1.6883,-341684564.0,20.5079,-1.2548,-3.8712,0.9525,43.1278,9.861,9.7853,9.7278,9.6975,19.4216,37.9085,37.9085,63.7255,64.0332,100.0,9.771,9.3756,0.1117,9.6665,-0.0745,38.9351,-69.6262,9.5597
2011-11-30,28.57,28.98,28.56,9.81,33436200,-162789811.2331,-15211416.9189,15.3629,12.722,-0.1361,78.5714,14.2857,-64.2857,0.1712,9.3082,9.7326,10.157,0.9762,12.413,8.761,9.5352,4.7879,9.6139,9.6291,9.6816,19.8237,-14.7519,-0.2151,-0.0905,0.5037,-0.2546,9.7355,0,9.6048,-0.0677,-0.0203,-0.0474,-0.1361,-0.0798,-0.0563,8.9876,9.6347,41.4065,9.6203,9.6423,25.1973,1.7447,-297415036.0,27.7315,-1.3952,-0.9231,1.0024,54.3805,9.8203,9.7885,9.7326,9.7013,42.1896,71.2418,71.2418,100.0,97.3666,100.0,9.7361,9.4949,0.3115,9.6246,-0.0843,49.9025,-26.6355,9.5802
2011-12-01,28.93,28.95,28.67,9.76,21840400,-156593377.8759,-5016827.0675,14.6076,12.3222,-0.1516,71.4286,7.1429,-64.2857,0.1665,9.3069,9.7285,10.1501,-0.3214,11.9292,5.3452,9.5814,4.7879,9.637,9.6472,9.6877,20.8095,-5.4702,-0.2674,-0.057,0.6365,-0.0953,9.7332,0,9.6067,-0.0507,-0.0027,-0.048,-0.1516,-0.0762,-0.0754,8.9908,9.636,35.2478,9.6203,9.6423,24.0624,1.7047,-326331725.0,26.4825,-1.553,0.2085,0.989,52.6726,9.8116,9.7915,9.7285,9.7079,64.6955,84.9361,84.9361,91.0828,97.3477,92.043,9.7059,9.5708,0.105,9.5873,-0.0869,50.6888,-33.1776,9.5941
2011-12-02,28.99,29.12,28.87,9.8,22165000,-164810386.6759,-3004740.6494,14.2462,11.8055,-0.1625,64.2857,0.0,-64.2857,0.1613,9.3115,9.7204,10.1293,-0.12,37.8221,8.012,9.6294,9.5478,9.6628,9.6682,9.6964,21.4347,9.3703,-0.3055,0.3027,0.8128,0.1628,9.7324,0,9.6103,-0.0336,0.0116,-0.0451,-0.1625,-0.0675,-0.095,8.994,9.6377,36.5353,9.5916,9.6119,23.0525,1.6455,-296985265.0,27.9192,-1.6644,1.2233,0.9844,54.006,9.2801,9.7943,9.7204,9.7189,83.0947,93.106,93.106,88.2353,96.3765,97.0864,9.6818,9.6437,0.0948,9.5601,-0.0836,52.3328,-20.9184,9.6145
2011-12-05,29.18,29.3,28.99,9.87,21862000,-163876667.7082,-1611363.7478,14.259,11.5561,-0.1522,57.1429,7.1429,-50.0,0.158,9.3116,9.7202,10.1289,-0.0968,60.4803,12.2285,9.6846,14.426,9.6946,9.695,9.7092,21.4385,25.3417,-0.1203,0.6562,0.9417,0.428,9.7307,0,9.6116,-0.0146,0.0244,-0.039,-0.1522,-0.0409,-0.1113,8.9973,9.64,42.958,9.5916,9.6119,21.8531,1.6013,-268039977.0,29.2211,-1.5588,1.7807,0.9986,56.1143,9.2859,9.7973,9.7202,9.7305,89.1201,89.3182,89.3182,88.6364,96.3765,100.0,9.6649,9.7216,0.1151,9.5506,-0.0747,57.8959,-11.2245,9.6449
2011-12-06,29.18,29.32,29.06,9.88,17020700,-167343653.2466,-1997990.0732,14.3101,11.5461,-0.1289,50.0,0.0,-50.0,0.153,9.3162,9.7156,10.1151,-0.0385,67.2926,12.6823,9.731,14.9747,9.7225,9.7191,9.7215,21.1859,42.0487,0.0918,0.6831,0.9987,0.6698,9.7291,0,9.6131,0.0009,0.032,-0.031,-0.1289,-0.006,-0.1229,9.0005,9.6424,40.9315,9.578,9.6034,20.9552,1.5495,-245504571.0,28.3365,-1.3219,2.8561,0.9973,56.3411,9.2986,9.8009,9.7156,9.739,89.3786,85.7116,85.7116,80.2632,99.0288,100.0,9.6555,9.7824,0.088,9.5618,-0.0622,59.9459,-7.8534,9.6764
2011-12-07,29.14,29.4,28.98,9.95,40802000,-113321805.2466,15214249.8913,14.5209,11.8885,-0.1087,42.8571,100.0,57.1429,0.1523,9.3177,9.7146,10.1115,0.619,79.731,17.9361,9.7878,17.2601,9.7581,9.7504,9.7387,21.2119,58.7005,0.3355,0.5361,0.9715,0.8545,9.7278,1,9.6224,0.0193,0.0403,-0.021,-0.1087,0.0201,-0.1288,9.0037,9.6455,51.1,9.617,9.617,19.5573,1.5296,-191482723.0,27.7169,-1.1139,4.7009,1.0215,58.968,9.3174,9.8052,9.7146,9.7468,88.221,89.6332,89.6332,100.0,100.0,100.0,9.6537,9.8545,0.1422,9.5928,-0.0461,63.5929,-0.0,9.7185
2011-12-08,29.23,29.24,28.81,9.77,22568200,-136253195.2001,13576155.8105,14.2312,11.9638,-0.0966,35.7143,92.8571,57.1429,0.1557,9.3174,9.7138,10.1101,-0.8605,38.2569,2.3633,9.788,10.4654,9.7601,9.7532,9.7411,21.5838,68.168,0.4439,0.0188,0.9194,0.9283,9.728,0,9.624,0.0189,0.0319,-0.013,-0.0966,0.0327,-0.1293,9.0069,9.6468,51.7898,9.617,9.617,20.4058,1.593,-221363019.0,25.1761,-0.9905,4.755,1.0087,51.1816,9.3429,9.8088,9.7138,9.7518,79.4191,62.9126,62.9126,8.4746,66.6667,0.0,9.6572,9.8435,0.1998,9.6336,-0.0326,57.5111,-27.1357,9.7342
2011-12-09,29.08,29.1,28.8,9.83,24357500,-119053552.5335,17144444.0068,13.9333,12.2995,-0.0692,28.5714,85.7143,57.1429,0.1518,9.3183,9.7116,10.1049,-0.1667,41.0766,6.5469,9.8021,10.0614,9.7706,9.7632,9.7476,21.887,83.3459,0.3043,-0.2419,0.7843,0.9933,9.7258,0,9.6269,0.023,0.0288,-0.0058,-0.0692,0.0562,-0.1253,9.0101,9.6486,58.4882,9.617,9.617,19.5898,1.5444,-189113689.0,23.9728,-0.7091,5.9103,1.0136,53.2735,9.3673,9.8123,9.7116,9.756,67.1606,48.936,48.936,38.3333,42.2883,26.865,9.6648,9.8537,0.1016,9.6781,-0.0201,51.2172,-18.593,9.7568
2011-12-12,29.02,29.08,28.92,9.82,25795900,-114784331.1585,18404001.0694,13.6568,12.7459,-0.0224,21.4286,78.5714,57.1429,0.1448,9.3245,9.7046,10.0848,-0.0625,49.952,5.9716,9.8115,10.0614,9.7785,9.771,9.7531,21.692,99.6877,0.2486,-0.2543,0.578,0.9857,9.7248,0,9.6321,0.0254,0.0249,0.0004,-0.0224,0.0918,-0.1142,9.0133,9.6503,65.2319,9.617,9.617,19.0664,1.4744,-223267460.0,23.3323,-0.2297,3.7925,1.0229,52.9858,9.3908,9.8154,9.7046,9.7622,46.3726,27.2693,27.2693,35.0,16.6786,23.1707,9.6754,9.8576,0.0542,9.7216,-0.0089,51.7117,-19.598,9.7773
2011-12-13,29.06,29.25,28.95,9.83,21906400,-126385960.3585,13554755.9342,13.832,13.7538,0.0252,14.2857,71.4286,57.1429,0.1417,9.3261,9.7021,10.0781,-0.0667,63.001,6.7847,9.8213,16.1104,9.7867,9.7791,9.7589,21.0975,126.6104,0.1583,-0.2552,0.1459,0.8027,9.7188,0,9.6419,0.0278,0.0219,0.0059,0.0252,0.1215,-0.0963,9.0165,9.6521,74.6343,9.617,9.617,18.0904,1.4415,-194263387.0,25.0387,0.258,3.4925,1.0342,53.3923,9.4133,9.819,9.7021,9.771,37.9944,37.7778,37.7778,40.0,26.1425,28.3917,9.688,9.8627,0.1016,9.7627,0.0012,50.9685,-18.0905,9.797
2011-12-14,29.01,29.19,28.78,9.75,22676100,-152015483.7731,2183874.9348,13.4346,14.4866,0.0576,7.1429,64.2857,57.1429,0.1415,9.3291,9.6947,10.0602,-0.4878,42.8399,-0.3309,9.8094,8.2684,9.7817,9.7758,9.7586,20.3784,158.2018,0.1275,-0.2257,-0.394,0.3713,9.7081,0,9.6512,0.0231,0.0138,0.0093,0.0576,0.1307,-0.0731,9.0197,9.6532,76.0596,9.617,9.617,19.728,1.4509,-224286543.0,23.2844,0.5915,-0.5866,1.0457,49.8345,9.4349,9.8221,9.6947,9.7773,30.7249,27.1277,27.1277,6.383,17.1875,0.0,9.7011,9.8379,0.1388,9.7963,0.0081,46.411,-29.6482,9.8032
2011-12-15,28.99,29.02,28.71,9.75,25849000,-168575520.5473,-7935485.8054,12.8407,14.4735,0.0869,0.0,57.1429,57.1429,0.1389,9.3292,9.6948,10.0605,-0.6452,29.8476,-0.949,9.7978,5.1201,9.7764,9.772,9.7577,19.7124,178.5039,0.024,-0.2799,-0.6884,0.0261,9.7009,0,9.6609,0.0186,0.0074,0.0112,0.0869,0.1323,-0.0454,9.0229,9.6541,72.8758,9.7084,9.6762,19.8819,1.4251,-258510619.0,22.0277,0.8933,-0.1734,1.0503,49.5255,9.4557,9.8252,9.6948,9.7805,28.4349,20.3993,20.3993,14.8148,9.4639,0.0,9.7136,9.8158,0.105,9.818,0.0125,45.5967,-37.1951,9.8045
2011-12-16,28.55,28.85,28.51,9.77,44929300,-109089127.5473,7573672.1923,12.1745,14.1754,0.0841,0.0,50.0,50.0,0.1372,9.3319,9.6989,10.0659,0.8824,12.6084,1.0338,9.7933,3.5129,9.775,9.7714,9.7585,19.1896,207.9107,-0.0712,-0.1141,-0.9558,-0.4681,9.6981,0,9.668,0.0166,0.0043,0.0123,0.0841,0.1032,-0.0191,9.0261,9.6552,62.1787,9.727,9.7134,22.2155,1.4047,-199024226.0,20.7077,0.8637,-0.3798,1.0322,50.5169,9.4756,9.8287,9.6989,9.7835,23.3027,22.3812,22.3812,45.9459,8.5462,25.6386,9.7251,9.8054,0.1151,9.8258,0.0154,44.4358,-38.7324,9.804
2011-12-19,28.98,29.06,28.65,9.73,19015400,-123212467.718,8736022.0286,11.6822,13.5226,0.0867,0.0,42.8571,42.8571,0.1373,9.3334,9.7006,10.0678,-0.5854,23.5029,-2.738,9.7802,5.2829,9.7682,9.7659,9.7564,18.8432,225.069,-0.0447,-0.0074,-1.0,-0.708,9.7004,0,9.6708,0.0118,-0.0004,0.0122,0.0867,0.0819,0.0048,9.0292,9.656,62.3122,9.8421,9.8032,20.6115,1.4113,-224200615.0,22.9107,0.8914,-1.4065,1.0242,48.631,9.4947,9.8321,9.7006,9.7856,24.4648,30.6139,30.6139,31.0811,8.5462,0.0,9.7351,9.784,0.1388,9.824,0.0163,46.5513,-74.1573,9.7956
