date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2000-01-03,12.0,12.06,11.94,6.32,984600,1270257.2267,-1107048.1127,19.4882,18.8425,-0.1629,42.8571,7.1429,-35.7143,0.2004,6.0468,6.5187,6.9905,0.0,-71.4717,-9.5682,6.2947,27.2213,6.3884,6.4052,6.4728,19.7447,,-0.0569,0.1398,,,,0,6.7236,-0.0812,-0.0301,-0.0511,-0.1629,-0.0573,-0.1057,0.1526,1.816,28.1878,6.5076,6.5076,23.8784,-0.237,3.1707,-3107154.0,13.66,-2.4983,-3.6145,0.9266,45.2159,6.8007,,,44.4979,57.3009,57.3009,54.5455,91.2235,73.6706,,6.2628,0.0685,6.3726,-0.183,38.7753,-74.8252,6.3475
2000-01-04,11.81,12.19,11.81,6.26,1088000,548742.0688,-1150223.1879,19.4412,18.5696,-0.1701,35.7143,0.0,-35.7143,0.2004,6.0331,6.5137,6.9943,0.1842,-74.7732,-13.6295,6.2727,18.8309,6.3683,6.3855,6.4568,19.6485,,-0.043,0.0603,,,,0,6.6743,-0.0859,-0.0278,-0.0581,-0.1701,-0.0541,-0.1161,0.1611,1.8604,22.9175,6.4418,6.476,22.1614,-0.2318,3.2024,-4249553.0,15.1377,-2.6147,-3.5714,0.9131,43.1852,6.7739,,,49.5087,47.9394,47.9394,27.2727,67.3662,28.428,,6.243,0.2002,6.3455,-0.194,34.767,-81.6794,6.3258
2000-01-05,11.88,11.88,11.69,6.16,1087900,-593551.9312,-1426777.1562,19.7544,18.1852,-0.1869,28.5714,0.0,-28.5714,0.1932,6.0008,6.4789,6.957,-1.0,-100.7352,-19.773,6.2309,23.825,6.3358,6.3551,6.4346,19.6374,,-0.0655,0.0506,,,,0,6.6223,-0.0966,-0.0308,-0.0658,-0.1869,-0.0575,-0.1294,0.1698,1.9034,23.6308,6.3575,6.4102,23.6896,-0.0053,3.1381,-5391847.0,14.5734,-2.8794,-0.0855,0.9161,40.1135,6.7482,,,44.171,27.2727,27.2727,0.0,34.0329,0.0,,6.1954,0.1001,6.3234,-0.2071,33.5729,-95.283,6.2964
2000-01-06,11.63,11.88,11.56,6.19,899900,-416384.3062,-1353834.3392,20.4095,18.0841,-0.2004,100.0,0.0,-100.0,0.1915,5.9767,6.4491,6.9216,0.375,-97.8228,-16.9442,6.2061,28.9268,6.3132,6.3329,6.4164,19.6504,,-0.0207,0.1379,,,,0,6.5981,-0.1013,-0.0284,-0.0729,-0.2004,-0.0584,-0.142,0.1787,1.9463,25.5569,6.3575,6.3549,24.762,-0.1369,3.0936,-4446953.0,13.6505,-3.0925,-2.1649,0.9483,41.5279,6.7235,,,31.3996,18.9867,18.9867,29.6875,16.9787,22.508,,6.173,0.1685,6.3072,-0.2195,37.2541,-81.1881,6.2766
2000-01-07,11.88,12.0,11.81,6.29,1186100,42448.7464,-1054925.912,20.4431,17.7028,-0.1872,92.8571,0.0,-92.8571,0.1872,5.9821,6.421,6.8598,0.3158,-59.8898,-8.227,6.2121,20.8789,6.3095,6.3271,6.407,19.6837,,0.0493,0.0368,,,,0,6.5864,-0.0959,-0.0184,-0.0775,-0.1872,-0.0338,-0.1534,0.1877,1.9897,34.3763,6.3233,6.3391,23.5095,-0.1053,2.9765,-3201549.0,15.3881,-2.8904,-1.6474,0.959,45.8865,6.6918,,,25.4204,30.0017,30.0017,60.3175,40.836,100.0,,6.1937,0.1317,6.2966,-0.2266,43.2719,-60.0,6.2733
2000-01-10,12.0,12.19,11.94,6.29,1484400,-1516170.2536,-1332667.0634,19.6436,17.6225,-0.1787,85.7143,0.0,-85.7143,0.1832,5.9928,6.3944,6.7959,-0.24,-33.9789,-8.227,6.218,9.2505,6.3063,6.322,6.3983,19.7957,,0.0234,-0.1078,,,,0,6.5782,-0.0905,-0.0105,-0.0801,-0.1787,-0.0162,-0.1626,0.197,2.0327,42.6597,6.2759,6.3233,22.2949,-0.0369,2.9134,-3201549.0,18.5194,-2.7645,-0.5828,0.9692,45.8865,6.6617,,,33.032,50.1075,50.1075,60.3175,74.1693,100.0,,6.2115,0.1317,6.2907,-0.2295,35.8664,-57.3034,6.2726
2000-01-11,11.94,11.94,11.75,6.19,1092900,-2663714.2536,-1690264.5286,19.5097,17.8522,-0.1829,78.5714,0.0,-78.5714,0.1773,6.0032,6.3628,6.7223,-1.0,-82.9313,-15.5295,6.1987,17.7695,6.2883,6.3042,6.3828,19.9769,,-0.0324,-0.1683,,,,0,6.5756,-0.0933,-0.0106,-0.0827,-0.1829,-0.012,-0.1709,0.2064,2.0742,47.2805,6.2759,6.289,25.4472,-0.0737,2.8646,-4349093.0,17.7681,-2.8344,-1.1775,1.0043,42.2353,6.633,,6.5142,43.4579,50.2646,50.2646,30.1587,78.9177,36.7532,,6.1918,0.1001,6.2841,-0.2325,33.6048,-75.0,6.2605
2000-01-12,11.81,12.13,11.75,6.35,1357300,-1763610.6746,-1396497.3958,18.6131,17.4872,-0.1805,71.4286,7.1429,-64.2857,0.1789,6.057,6.3377,6.6185,0.6579,-30.9131,-1.3582,6.2247,6.9567,6.2981,6.3106,6.3805,20.1528,,-0.1179,-0.1149,,,,0,6.5741,-0.0814,0.0011,-0.0825,-0.1805,-0.003,-0.1774,0.2159,2.117,46.7639,6.2759,6.289,23.4024,0.1211,2.8167,-2923929.0,20.3581,-2.7973,1.9442,1.0042,49.3209,6.6058,,6.5164,52.3286,56.6138,56.6138,79.3651,78.9177,100.0,,6.2357,0.2002,6.2746,-0.2291,38.9855,-34.2105,6.2699
2000-01-13,12.0,12.31,11.94,6.32,2939900,-3849349.8638,-1813009.9111,17.441,16.9784,-0.1552,64.2857,0.0,-64.2857,0.1801,6.0989,6.3177,6.5366,0.0,25.8273,-3.8173,6.2387,2.204,6.3016,6.312,6.3761,20.3049,,-0.1297,0.1051,,,,0,6.5709,-0.0736,0.0071,-0.0807,-0.1552,0.0231,-0.1783,0.2256,2.159,50.7975,6.2574,6.2864,21.5838,-0.0369,2.8488,-6010823.0,22.5566,-2.413,-0.58,0.9885,48.0913,6.58,,6.5153,52.7557,51.3889,51.3889,44.6429,73.1334,82.6469,,6.2591,0.1949,6.2664,-0.2221,38.0812,-41.3333,6.2748
2000-01-14,12.13,12.56,11.94,6.58,2805400,-1473810.3477,-1062728.8294,17.1459,17.1176,-0.1181,57.1429,100.0,42.8571,0.1905,6.0896,6.3206,6.5516,0.5968,158.4454,15.1634,6.3161,13.3096,6.345,6.3482,6.3915,20.4683,,-0.0303,0.2438,,,,0,6.5714,-0.0457,0.028,-0.0737,-0.1181,0.0552,-0.1733,0.2355,2.2033,61.2306,6.3707,6.3522,18.9292,0.2265,2.8938,-3065154.0,24.7416,-1.8382,3.5626,1.0408,57.5817,6.0889,,6.5217,60.0676,72.2002,72.2002,92.5926,94.2156,100.0,,6.3696,0.3266,6.2681,-0.2031,50.6319,-6.0,6.3155
