date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_20_ema,ema_30_ema,ema_50_ema,ema_7_ema,ema_90_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_20_sma,sma_30_sma,sma_50_sma,sma_7_sma,sma_90_sma,stochrsi_14_fastd,stochrsi_14_fastk
2025-08-06,15.9,17.16,15.66,17.0,867149,-24156661.4928,,,,,,,,,,,17.3595,,,,,,-2.01,-10.5734,,19.1539,,,,,17.47,,,
2025-08-07,17.02,17.49,16.53,17.28,1004169,-23591862.198,,,,,,,,,,,17.3396,,,,,,-2.46,-12.462,,18.8746,,,,,17.25,,,
2025-08-08,17.18,18.0,17.18,17.95,1210584,-22528910.3931,,,,,,,,,,,17.4922,,,,,,-1.7,-8.6514,,18.6176,,,,,17.1186,,,
2025-08-11,17.97,18.25,17.1,17.15,2304660,-24652418.0787,,,,,,,18.0121,,,,17.4067,,,,,,-1.95,-10.2094,,18.3812,18.0121,,,,16.9343,,,
2025-08-12,16.87,17.77,16.6,17.55,900344,-24093782.4625,,,0.9734,,,,17.9505,,,,17.4425,,,,,21.9842,-1.27,-6.7481,40.47,18.25,17.9079,,,,17.0229,,,
2025-08-13,17.71,18.31,17.53,18.31,1869615,-22224167.4625,,,0.9596,,,,17.9985,,,,17.6594,,,,,15.482,-0.56,-2.9677,46.2167,15.6625,17.8057,,,,17.3243,,,
2025-08-14,18.15,18.15,17.17,17.41,1957398,-23222839.9115,,,0.9725,,,,17.92,,,,17.597,,,,,15.8889,-1.03,-5.5857,41.1506,15.689,17.6457,,,,17.5214,,,
2025-08-15,17.65,17.95,17.14,17.94,1321525,-21934147.8307,,,0.9605,,,,17.9227,,,,17.6828,,,,,21.5372,1.01,5.9657,44.9757,15.7152,17.5629,,,,17.6557,,,
2025-08-18,18.24,18.39,17.47,17.47,1962204,-23896351.8307,,,0.9576,,,,17.8623,,,,17.6296,,,,,33.7634,1.27,7.8395,42.3471,15.7411,17.4664,,,,17.6829,,,
2025-08-19,17.81,17.97,16.75,16.94,1318034,-24803850.6504,,,0.9764,15.7956,17.8895,19.9834,17.7393,17.8895,,,17.4572,,,,,34.1587,0.91,5.6769,39.5406,15.7941,17.3286,17.8895,,,17.5386,,,
2025-08-20,17.25,17.5,16.77,17.28,955058,-24424444.0477,,,0.9588,15.759,17.803,19.847,17.6781,17.8315,,,17.4129,,,,,35.2566,0.28,1.6471,42.1875,15.846,17.2457,17.803,,,17.5571,,27.1216,48.7009
2025-08-21,17.35,17.82,17.35,17.65,1373460,-24042683.6004,,,0.9288,15.8577,17.6985,19.5393,17.6743,17.8142,,,17.4722,,,,,45.3746,0.37,2.1412,45.0091,15.8969,17.2971,17.6985,,,17.5714,,49.567,100.0
2025-08-22,17.5,18.01,17.25,17.53,586317,-24196977.5478,,,0.9168,15.9839,17.5925,19.2011,17.6551,17.7871,,,17.4866,,,,,50.8884,-0.42,-2.3398,44.2547,15.9468,17.3921,17.5925,,,17.46,,78.302,86.2051
2025-08-25,17.5,17.5,16.72,16.81,798358,-24802102.4013,,,0.9095,15.9937,17.478,18.9623,17.5424,17.694,,,17.3175,,,,,52.4585,-0.34,-1.9825,39.9303,15.9956,17.4479,17.478,,,17.3743,,64.444,7.1269
2025-08-26,16.8,16.95,16.39,16.51,910397,-25322329.2584,,,0.8845,15.9565,17.3625,18.7685,17.4048,17.5813,,,17.1156,,,,,47.8853,-1.04,-5.9259,38.2531,16.0435,17.4129,17.3625,,,17.17,,31.1107,0.0
2025-08-27,16.45,16.7,16.25,16.7,357291,-24965038.2584,,,0.8535,16.0038,17.254,18.5042,17.3108,17.4974,,,17.0117,,,,,44.1093,-1.61,-8.793,39.9728,16.0905,17.3714,17.254,,,17.06,,10.8607,25.4551
2025-08-28,16.77,17.03,16.46,16.93,610396,-24568816.2935,,,0.8332,16.0472,17.1785,18.3098,17.26,17.4433,,,16.9913,,,,,42.0318,-0.48,-2.757,42.0759,16.1364,17.2986,17.1785,,,17.0586,,29.7175,63.6974
2025-08-29,17.01,17.29,16.84,17.04,647829,-24648885.0463,21.403,,0.8055,16.0565,17.184,18.3115,17.2307,17.4049,,,17.0035,,,,,50.6353,-0.9,-5.0167,43.1027,16.1815,17.2907,17.184,,,17.0243,,63.0508,100.0
2025-09-02,17.22,17.33,16.66,16.67,700093,-25328079.7478,21.0789,,0.7958,16.1453,17.2075,18.2697,17.1559,17.3349,,,16.9201,,,,,51.3465,-0.8,-4.5793,40.5021,16.2257,17.2279,17.2075,,,16.8843,,70.0242,46.3753
2025-09-03,16.79,17.0,16.65,16.96,1055742,-24539990.6492,20.7918,,0.7643,16.3296,17.254,18.1784,17.1298,17.2992,17.5957,,16.9301,,,,,41.1944,0.02,0.1181,43.3853,16.269,17.1314,17.254,17.5957,,16.8029,,82.1251,100.0
2025-09-04,17.11,17.16,16.52,16.9,1250415,-24305537.8367,20.2113,,0.7555,16.3181,17.249,18.1799,17.0992,17.2612,17.5508,,16.9226,,,,,43.4956,-0.38,-2.1991,42.9219,16.3114,17.095,17.249,17.5253,,16.8157,,76.7672,83.9263
2025-09-05,16.93,17.09,16.63,17.03,545787,-23902130.0541,19.6722,,0.7344,16.3009,17.2365,18.1721,17.0899,17.2392,17.5172,,16.9494,,,,,39.9372,-0.62,-3.5127,44.3099,16.353,17.03,17.2365,17.435,,16.89,,94.6421,100.0
